ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
l2cache_3, stateEvent_AckInv_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLine_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLine_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLine_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineResp_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineResp_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineResp_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_GetS, , Accumulator, 1821667360, 0, 168, 168, 168, 1, 1
l2cache_3, eventSent_GetX, , Accumulator, 1821667360, 0, 61, 61, 61, 1, 1
l2cache_3, eventSent_GetSX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_Write, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_PutS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_PutM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FlushLine, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FlushLineInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FetchResp, , Accumulator, 1821667360, 0, 8, 8, 8, 1, 1
l2cache_3, eventSent_FetchXResp, , Accumulator, 1821667360, 0, 31, 31, 31, 1, 1
l2cache_3, eventSent_AckInv, , Accumulator, 1821667360, 0, 17, 17, 17, 1, 1
l2cache_3, eventSent_NACK, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_GetSResp, , Accumulator, 1821667360, 0, 167, 167, 167, 1, 1
l2cache_3, eventSent_GetXResp, , Accumulator, 1821667360, 0, 62, 62, 62, 1, 1
l2cache_3, eventSent_WriteResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FlushLineResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_Fetch, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FetchInv, , Accumulator, 1821667360, 0, 8, 8, 8, 1, 1
l2cache_3, eventSent_ForceInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_FetchInvX, , Accumulator, 1821667360, 0, 31, 31, 31, 1, 1
l2cache_3, eventSent_Inv, , Accumulator, 1821667360, 0, 17, 17, 17, 1, 1
l2cache_3, eventSent_Put, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_Get, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_AckMove, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_CustomReq, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_CustomResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_CustomAck, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetS_hit, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetS_miss, , Accumulator, 1821667360, 0, 28795, 5529129, 168, 40, 353
l2cache_3, latency_GetS_inv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetX_hit, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetX_miss, , Accumulator, 1821667360, 0, 14988, 4136126, 60, 136, 518
l2cache_3, latency_GetX_inv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetX_upgrade, , Accumulator, 1821667360, 0, 156, 24336, 1, 156, 156
l2cache_3, latency_GetSX_hit, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetSX_miss, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetSX_inv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_GetSX_upgrade, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_FlushLine, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, latency_FlushLineInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSHit_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetXHit_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSXHit_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSHit_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetXHit_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSXHit_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSMiss_Arrival, , Accumulator, 1821667360, 0, 168, 168, 168, 1, 1
l2cache_3, GetXMiss_Arrival, , Accumulator, 1821667360, 0, 61, 61, 61, 1, 1
l2cache_3, GetSXMiss_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetXMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSXMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, CacheHits, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, CacheMisses, , Accumulator, 1821667360, 0, 229, 229, 229, 1, 1
l2cache_3, stateEvent_AckPut_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, evict_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, evict_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, evict_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_GetS_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_GetX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_GetSX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutS_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutS_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutE_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutM_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutM_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutM_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutX_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_PutX_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchInvX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchInvX_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchInvX_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchInv_E, , Accumulator, 1821667360, 0, 1, 1, 1, 1, 1
l2cache_3, stateEvent_FetchInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchInv_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_ForceInv_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_ForceInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_ForceInv_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FetchResp_EInv, , Accumulator, 1821667360, 0, 1, 1, 1, 1, 1
l2cache_3, stateEvent_FetchXResp_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_AckInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLine_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, stateEvent_FlushLineInv_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, eventSent_PutE, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, TotalEventsReceived, , Accumulator, 1821667360, 0, 570, 570, 570, 1, 1
l2cache_3, TotalEventsReplayed, , Accumulator, 1821667360, 0, 56, 56, 56, 1, 1
l2cache_3, GetS_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, Write_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSX_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, WriteResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, CustomReq_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, CustomResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, CustomAck_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, NULLCMD_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetS_recv, , Accumulator, 1821667360, 0, 168, 168, 168, 1, 1
l2cache_3, GetX_recv, , Accumulator, 1821667360, 0, 61, 61, 61, 1, 1
l2cache_3, GetSX_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, Write_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, FlushLine_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, FlushLineInv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, GetSResp_recv, , Accumulator, 1821667360, 0, 167, 167, 167, 1, 1
l2cache_3, GetXResp_recv, , Accumulator, 1821667360, 0, 62, 62, 62, 1, 1
l2cache_3, WriteResp_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, FlushLineResp_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, PutS_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, PutM_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, PutE_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, PutX_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, Inv_recv, , Accumulator, 1821667360, 0, 17, 17, 17, 1, 1
l2cache_3, ForceInv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, Fetch_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, FetchInv_recv, , Accumulator, 1821667360, 0, 8, 8, 8, 1, 1
l2cache_3, FetchInvX_recv, , Accumulator, 1821667360, 0, 31, 31, 31, 1, 1
l2cache_3, FetchResp_recv, , Accumulator, 1821667360, 0, 8, 8, 8, 1, 1
l2cache_3, FetchXResp_recv, , Accumulator, 1821667360, 0, 31, 31, 31, 1, 1
l2cache_3, NACK_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, AckInv_recv, , Accumulator, 1821667360, 0, 17, 17, 17, 1, 1
l2cache_3, AckPut_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l2cache_3, MSHR_occupancy, , Accumulator, 1821667360, 0, 44092, 268030, 4844860, 0, 12
l2cache_3, Bank_conflicts, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, packet_latency, , Accumulator, 1821667360, 0, 28621, 528685, 1673, 2, 28
l3cache5, send_bit_count, , Accumulator, 1821667360, 0, 434624, 231010304, 1279, 64, 576
l3cache5, output_port_stalls, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, idle_time, , Accumulator, 1821667360, 0, 1318647198, 22698820121555488, 1246, 85, 95809717
l3cache5, evict_I, , Accumulator, 1821667360, 0, 537, 537, 537, 1, 1
l3cache5, evict_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, evict_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetS_I, , Accumulator, 1821667360, 0, 414, 414, 414, 1, 1
l3cache5, stateEvent_GetS_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetS_M, , Accumulator, 1821667360, 0, 82, 82, 82, 1, 1
l3cache5, stateEvent_GetX_I, , Accumulator, 1821667360, 0, 123, 123, 123, 1, 1
l3cache5, stateEvent_GetX_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetX_M, , Accumulator, 1821667360, 0, 16, 16, 16, 1, 1
l3cache5, stateEvent_GetSX_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetSX_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetSX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetSResp_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetXResp_IS, , Accumulator, 1821667360, 0, 414, 414, 414, 1, 1
l3cache5, stateEvent_GetXResp_IM, , Accumulator, 1821667360, 0, 123, 123, 123, 1, 1
l3cache5, stateEvent_GetXResp_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_GetXResp_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutS_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutM_M, , Accumulator, 1821667360, 0, 67, 67, 67, 1, 1
l3cache5, stateEvent_PutM_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutM_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutX_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_PutX_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Inv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInvX_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_Fetch_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_ForceInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FetchResp_MInv, , Accumulator, 1821667360, 0, 12, 12, 12, 1, 1
l3cache5, stateEvent_FetchXResp_MInvX, , Accumulator, 1821667360, 0, 39, 39, 39, 1, 1
l3cache5, stateEvent_AckInv_MInv, , Accumulator, 1821667360, 0, 1, 1, 1, 1, 1
l3cache5, stateEvent_AckInv_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_AckInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_AckInv_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLine_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLine_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLine_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineResp_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineResp_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, stateEvent_FlushLineResp_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_GetS, , Accumulator, 1821667360, 0, 414, 414, 414, 1, 1
l3cache5, eventSent_GetX, , Accumulator, 1821667360, 0, 123, 123, 123, 1, 1
l3cache5, eventSent_GetSX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_Write, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_PutS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_PutM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FlushLine, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FlushLineInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FetchResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FetchXResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_AckInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_NACK, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_GetSResp, , Accumulator, 1821667360, 0, 78, 78, 78, 1, 1
l3cache5, eventSent_GetXResp, , Accumulator, 1821667360, 0, 611, 611, 611, 1, 1
l3cache5, eventSent_WriteResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FlushLineResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_Fetch, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FetchInv, , Accumulator, 1821667360, 0, 12, 12, 12, 1, 1
l3cache5, eventSent_ForceInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_FetchInvX, , Accumulator, 1821667360, 0, 40, 40, 40, 1, 1
l3cache5, eventSent_Inv, , Accumulator, 1821667360, 0, 1, 1, 1, 1, 1
l3cache5, eventSent_Put, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_Get, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_AckMove, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_CustomReq, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_CustomResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, eventSent_CustomAck, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, latency_GetS_hit, , Accumulator, 1821667360, 0, 2311, 148657, 94, 7, 106
l3cache5, latency_GetS_miss, , Accumulator, 1821667360, 0, 73687, 13451847, 414, 140, 220
l3cache5, latency_GetS_inv, , Accumulator, 1821667360, 0, 3751, 364883, 40, 43, 139
l3cache5, latency_GetX_hit, , Accumulator, 1821667360, 0, 35, 245, 5, 7, 7
l3cache5, latency_GetX_miss, , Accumulator, 1821667360, 0, 22040, 4045514, 123, 140, 225
l3cache5, latency_GetX_inv, , Accumulator, 1821667360, 0, 1311, 134129, 13, 88, 134
l3cache5, latency_GetX_upgrade, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, latency_GetSX_hit, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, latency_GetSX_miss, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache5, latency_GetSX_inv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
